Original Key,Length,Text,Text Length
1aRcg_P7Vow_2-8-rgb_front,85,"Just to tell you, every time you're going to smoke hookah, you're going to change the water.",92
14Pag7RIAsk_2-8-rgb_front,271,"Make sure your feet are parallel, your knees are slightly bent, your belly button's pulled in towards your spine, your chest is lifted, shoulders are relaxed and down.",167
DPSMwzmmouw_14-8-rgb_front,228,And the tab collar is going to have extra space up here.,56
2-c2l2JnRBU_9-8-rgb_front,260,"You can make some of these out of cardboard, by cutting cardboard sidewards and then like putting a rubber band or something around them.",137
eefsk97G-44_1-5-rgb_front,205,"With stretchy cord, you can use scissors or wire cutters.",57
eUtZatstDh4_7-5-rgb_front,129,That is one of the reasons blood pressure is so important.,58
4G2TEC5lS_g_6-5-rgb_front,188,You don't want this huge butterfly creature that's going to overpower the entire thing.,87
cRrKSTsUW10_2-2-rgb_front,154,"First, what you want to do is put on gloves to protect your hands because it will cause peeling on your hands.",110
_ci1ieBsGVw_6-8-rgb_front,24,They're rushing.,16
a8zoNzPmXik_10-8-rgb_front,511,"When we're talking about trailer lights, I've already shown you one type of trailer light, where it plugs in and it's integrated in with the braking system of the trailer but if you don't have a vehicle with trailer brakes or a trailer with trailer brakes this is probably the plug that you're going to be seeing.",313
5z6E_azb1Dg_14-3-rgb_front,56,This is a good example because we have a different color.,57
1oJm9P-j4pc_2-11-rgb_front,163,You put it in the inside of your shoe and your spray it in the inside of your shoe where it is fitting tight.,109
3JQwNCrx0Wo_6-5-rgb_front,597,"The next thing you want to have, is you want to have a scratching area for your cat, it can be a sisal scratching post or a scratching pad, it doesn't have to be something this big, just something that the cat can have so that it can fulfill its need to scratch things.",269
08nsvHZLNfE_26-5-rgb_front,40,Put gas in her car.,19
5c2eJSafE3M_8-5-rgb_front,83,"There we go, we have a nice wall fitting clew patch.",52
b11STwEhshU_0-5-rgb_front,115,Let's drill our Egyptian walk switching our saiidi arms.,56
-dSv5URTW8M_4-5-rgb_front,113,"In fact, not only durable, they're heavy.",41
aCc-DzPTDo4_4-5-rgb_front,129,Tulip bulbs are pretty simple to check out.,43
1ewpH9xB6wA_3-8-rgb_front,181,The good thing about this evening bag is that it has a long strap on it so you are not stuck holding it in your arm.,116
0sal9F4RXeY_24-8-rgb_front,330,"If you know the broken thread is right where your fabric is you can also do the, I'm going to bring my needle back through the back side, and you can reinforce it by doing those three loops at the end.",201
2nNj-H5maS0_6-5-rgb_front,239,So just sign in to your Gmail before you go to google.com/ig.,61
-cv1gZaGtNk_27-5-rgb_front,430,"You could put it on the side of a kettle and monitor the temperature inside of the either wort, or when you're actually taking your temperature right before you pitch the yeast.",177
08UdcMPnTyU_4-5-rgb_front,143,You are working against gravity here so it is a great exercise.,63
1gS4Hb9gpOI_8-8-rgb_front,149,"And if you do make an error, it'll be much easier to fix, and you just won't be all stressed out.",97
1Z4f7kN6yWY_21-8-rgb_front,198,"Okay, so as you can see we have now completed the throwing and assembly of our two part vase.",93
5sFOPW5LyA4_24-8-rgb_front,160,"And that's basically how you create offense in the game of baseball with a simple, little cylinder called a baseball bat.",121
2Fq1vWH06us_9-5-rgb_front,210,"I'm going to keep my control stick ninety degrees to the crystal stick, follow it as it spins.",94
cG6jFsMdpnw_16-8-rgb_front,224,"Now that I know the shape that I need to take I'm going to kind of embed this in my memory, in my brain, or if you need to remeasure as you go along that's fine.",161
bALpZEr8flU_2-8-rgb_front,69,We have a really beautiful model here.,38
bSr7V1-5eUI_9-8-rgb_front,53,You want to know what they eat.,31
2SHrot4ryPk_2-5-rgb_front,216,Today I am going to show you how to make a spaghetti squash casserole with a pink and almond crust.,99
bLSpqPnZ15Y_14-1-rgb_front,58,Pressure is almost magical to me.,33
b-341m5ri_A_0-5-rgb_front,50,Has this ever happened to you?,30
cpcdTeyWHPc_6-8-rgb_front,214,You're then going to check your line of path to walk so that you know you're not in anybody else's way.,103
1rvY7z3xiv8_8-8-rgb_front,174,"But they will arise, and sometimes people say, it's your fault this went wrong.",79
CITqUVKneOc_5-8-rgb_front,139,"So, we're going to remove these terminals with a wrench.",56
14_GpqYx36s_4-8-rgb_front,54,Make sure it's getting down into the water.,43
Ek_sDHcuM7U_8-8-rgb_front,53,But it's much more specific.,28
14klV5a4_Rg_6-8-rgb_front,198,Make some cuts and them take your slip again and just put a little layer of that on there.,90
1eFlDHpjPNI_2_3_4_5-8-rgb_front,511,"and just spin that racket. It's W. So whomever chose W will serve first. Scoring is very important. Zero means the same as love, so you can start with saying ""Zero, zero.""",171
1NuRoCJdJM4_2-8-rgb_front,59,It's not sufficient.,20
DcFCY1OFhCw_11-3-rgb_front,69,"When you drop, don't just throw yourself to the ground.",55
1IYEEiLMaa8_4-5-rgb_front,510,"Sipper meaning that it's got this little circular motion going on, but it's got this iridized or dichroic acrylic glass, which is the different, how it picks up the different hues of the rainbow.",195
-c5CKp2JWHE_11-5-rgb_front,109,"Here, I've trapped.",19
3yjFlBByBX4_12-1-rgb_front,354,"And so what you'll do then is pull the diffuser out of your tea and discard the water, or the tea that's steeping in your cup.",126
1EPJUu2MN6Q_2-5-rgb_front,186,What we have here is a Graco 5.0 harness car seat.,50
1CR54FShtPE_10-5-rgb_front,110,"You may have a little bit of polish there, you may not.",55
46wX8xjt7mA_7-8-rgb_front,121,It's something that's going to detangle and be easy to manipulate.,66
ad4_GWc5XRo_6-8-rgb_front,31,"One, two, three.",16
Eh697LCFjTw_1-3-rgb_front,13,I'm Kelli.,10
1EV7AT_lBno_14-5-rgb_front,78,Now you guys both need to be on the same page here.,51
EQEjh8_dXSk_14-3-rgb_front,116,This just screws in and locks.,30
-0JdYlTf9Y8_5-5-rgb_front,260,"As you can see, if you were to buy a trophy by the inch, someone could sell you this and you wouldn't be very happy with it.",124
bUZZ_dE8kbs_5-8-rgb_front,256,"So if you have a cumulative score of say seventy, next time, hope that you can get sixty after your four games.",111
1jAFRRkU4ic_3-8-rgb_front,91,I think this one is number 5.,29
1cDoGd8wPfw_2-5-rgb_front,113,"So we have the two, the end of three.",37
09wc1lfk_P4_10-8-rgb_front,208,There's just endless possibilities when it comes to choosing your reception menu for your elegant beach theme wedding.,118
bypEEFgkWyw_4-8-rgb_front,23,If you're a student.,20
ChWHBubzC3E_2-8-rgb_front,138,We'll also be powering up one or more types of inverters.,57
DvKS20WKiX4_16-8-rgb_front,254,Go from the bottom up and you're just going to do a running stitch which basically means you go up and down.,108
5sFOPW5LyA4_16-8-rgb_front,79,This is well suited for a smaller player.,41
cnbUSqFT5hc_1-5-rgb_front,440,"And today, we're making a campfire in my backyard in the snow, in the winter months which is something we actually love to do, be able to spend as much time as we can outdoors.",176
1E1vnnehwdE_3-5-rgb_front,358,"Basically what you are going to do is make sure you've got some styling product on your hair, your hair is not necessarily have to be completely wet, it can just be slightly damp like the model.",194
0H60j0VxTaE_17-5-rgb_front,178,Your Lame; a Lame in good working order that's going to pass a test.,68
14vF1lPQCgc_8-8-rgb_front,168,When you hold the string nice and taut the needle will go right through easily.,79
-AZVqXtWGg0_22-8-rgb_front,513,And this one's going to be feisty and I'm going to have to do a third one.,74
077rQK39ycg_12-5-rgb_front,99,This is not a long cooking process that we're going to be doing.,64
3RqJnxOWNyM_16-8-rgb_front,90,"Look at that, beautiful.",24
1kMlu1Z5DWM_9-8-rgb_front,236,"Then I got a triple, which is also called a ""Turkey"", some terminology there.",77
02QGTJlJYnM_13-8-rgb_front,53,So she wants electrology.,25
17wFk7bkWoo_9-8-rgb_front,55,It means the whole body.,24
2iFx_uR3GBQ_5-1-rgb_front,74,So today I'm going to be explaining how to do that.,51
11ysPjNRN4Y_23-1-rgb_front,264,"Or similarly, if you have someone with a very pronounced lower loop is someone who's very interested in their physical drives.",126
Cr7X2NDNzOA_19-8-rgb_front,88,You can notice in the mirror by pulling the shoulders up.,57
0sYti1jhaww_0-8-rgb_front,93,So now we've finished the whole Uncial alphabet.,48
1dpRaxOTfZs_3-8-rgb_front,190,That's important for both sides because you need to know exactly what is expected of each other.,96
3TrDv2IX-cY_6-5-rgb_front,473,"And you can just section your hair off, grab some hair, and you can use foil, wax paper, you could even just paint it on.",121
1GlHmFJA0LQ_20-8-rgb_front,59,That's the key here.,20
17jE4iCZJIE_3-8-rgb_front,148,As you can see those parts are very tough and they are not eatable.,67
199hEEkd1aU_26-8-rgb_front,90,You want to evenly coat all the vegetables.,43
1hpps7Dqdio_2-8-rgb_front,90,I'm Jackie with how to make herbal skin cleansing cream.,56
-fNgnONv_3I_10-5-rgb_front,104,It's a crawl everybody's familiar with.,39
1eCzLIfdH2o_11-8-rgb_front,53,And that is navasana or boat pose.,34
15XTbrrGLDY_3-8-rgb_front,130,So that her skin really starts to come up to more of a normal base.,67
1KTyhaoXjBE_7-5-rgb_front,278,"You want to feel the pin bone and you want to go along the top as much, as close as you can to the bone without losing any flesh.",129
1Vxwre210Oc_5-5-rgb_front,63,You don't want to go any higher.,32
5rtrGkZNfLo_4-5-rgb_front,588,"So let's say you are doing mango, you would actually blend it with the fruit, the mango flavoring and then you could mix in honey and molasses and it makes kind of syrupy thing there and then you just add more tobacco to make the right consistency that you want.",262
ck8Pd1xb2hM_9-5-rgb_front,66,It should take it off in a wipe or 2.,37
1mrUTikYY-c_21-11-rgb_front,120,Surf shops actually carry most of this ding repair stuff nowadays.,66
-BKq3iOBB9k_3-3-rgb_front,179,"Note cards are a great thing to use, and most people prefer small cards for note cards.",87
czBrBQgZIuc_19-5-rgb_front,4,Done.,5
3_EsFz2QLws_2-5-rgb_front,204,"If you get other types of shoes, such as running shoes, those can mark up the court.",84
0Gyur-C_KEo_1-5-rgb_front,243,Anytime that you're moving down stream and you're moving past the riverbed you shouldn't try and stand up.,106
bkF8Lt9cumc_3-5-rgb_front,476,"So for example itâs worth exactly what you see, the nine is worth a nine, the six is worth a six and the two is worth a two.",126
dZztN9Ewuzo_29-5-rgb_front,18,Squeeze.,8
c8qCeBSlaOw_10-8-rgb_front,204,Really try to push the hoop forward and keep it in that strong horizontal plane above your head.,96
db_8cpiP0T4_5-1-rgb_front,214,"So we're going to show you here real quickly what it looks like when I feed the post, and we've got a man that is cutting down from the wing.",141
EWV6xcewNVk_8-8-rgb_front,173,"Once you've created your base of a braid, you can begin your hair extensions.",77
1CR54FShtPE_13-5-rgb_front,156,Now that's how you do the heart monitor nail design.,52
0wf7V55xjvQ_16-8-rgb_front,126,You go to the bathroom; while you're washing your hands go ahead and wash up here too.,86
D9OtAUV9AJY_9-8-rgb_front,44,All fairly simple so far.,25
3RqJnxOWNyM_20-8-rgb_front,273,"Now you're going to make a fruit cocktail or an ambrosia, you know that old fashioned retro dish with marshmallows and fruit?",125
cTsJTnEs_hs_1-1-rgb_front,210,"What we want to talk about now is, when kicking an extra point or a field goal, you want to have the proper kicking mechanisms.",127
-B0GueDqaoY_3-8-rgb_front,208,Other times I see pictures of something like I saw a picture of a Beatles on Abbey Road and I though boy that would be neat to do that in glass.,144
0sff0qsiAbw_9-8-rgb_front,86,"With this, you can make buttons, mirrors.",41
DxFIaxNaCZI_11-8-rgb_front,155,"Or if the plant is placed in a very windy, high wind situation.",63
cwXQVmfKj48_15-5-rgb_front,233,"Or you can refine your camel and make it a little bit smaller, three, four.",75
buc5dUzP57k_4-3-rgb_front,100,"You know, you're working that 8 - 5 job and you're probably feeling discouraged right now.",90
0zkdvbrsm-U_0-5-rgb_front,601,It's important to talk a little bit more about main springs and the rise of main springs because it really allowed the American clock and just redo blast them in a way that it could've if they were confined to making big cases that had to have weight descending inside them.,274
CsdpA_b5P8Q_5-5-rgb_front,85,You want to get a tea that imparts a certain aroma.,51
aopX3CjX5-Q_9-1-rgb_front,175,But if you notice you can't really use this mold because it's too flimsy.,73
-fPRgGA3QYY_9-5-rgb_front,239,I'm going to cut down with the tip of my knife.,47
bV7YzyvngPo_13-5-rgb_front,216,And that's what you're going for as you start to pose and create these solutions.,81
c4Az5nStT7I_24-2-rgb_front,165,"From day one you want to take your cat in for an annual health check, even if there is nothing going on.",104
3CrOUbBvRkQ_1-5-rgb_front,86,How to say you're sorry.,24
eBrlZcccILg_15-3-rgb_front,93,"Was caused by flute playing, yes.",33
DBJPKwp0ERI_15-8-rgb_front,68,Now I'll show you the rear view traveling.,42
2WTWOS8bF7A_1-3-rgb_front,188,"Red lipstick is back in fashion, but still, I love lip gloss, and I don't like to put the lip gloss right on the lips.",118
1mrUTikYY-c_31-11-rgb_front,166,"And, what you do is, you know, you use the resin to apply the fiberglass and get it to bond to the surf board.",110
2ioOCZFiWWU_3-5-rgb_front,145,It's almost the same; it's kind of the opposite motion.,55
Cu1rDgWOZ9w_4-8-rgb_front,538,"So, every time you want to create your own step, just put the music, listen to the music, just put out a little bit loud, if you're driving, even if you're home, you can put the music, you can start doing some homework all around the house, you can do everything pretty much that you love to do like put some music on it.",321
CTERDLghzFw_10-8-rgb_front,132,"If you have a natural nail pop, you may want to seek a physician.",65
1p2yqU9kWnw_7-8-rgb_front,105,It doesn't actually have to come from a plant.,46
4PE3myd8L3Q_21-5-rgb_front,94,That's where this little halo of glass comes in.,48
03513v6_5TU_2-8-rgb_front,141,I usually coach my clients in trying to find the very best used saddle possible.,80
2t0bY_rE108_22-8-rgb_front,30,So I'll go ahead and hit 'Clear'.,33
-FE9cQO9pmU_12-8-rgb_front,73,"We're going to do a yes, and marketing brainstorm.",50
-cv1gZaGtNk_3-5-rgb_front,439,"We're going to talk about thermometers right now, which is more applicable to beer than wine, although some people will take, use high, use a thermometer for wine making.",170
4BZVj8FDDvY_11-8-rgb_front,191,"So you want to take it, wiggle it as you pull it up and get that whole root and don't just throw the weeds on your lawn.",120
1EidpMNIaJE_5-5-rgb_front,399,"so let's go ahead and squeeze in two ounces, and obviously, you can do more or less, depending on how much you like the taste of lime in your beer.",147
ewTRUmG6X3g_16-8-rgb_front,119,"Elbow, wrist, when you add both arms together that's the tricky part.",69
0Fdg59G2-SI_6-2-rgb_front,84,Jasmine rice is a Thai rice.,28
1pnIcdqFroA_5-8-rgb_front,150,"In the green arc, full deflection of controls is not supposed to damage the airplane.",85
09KiqMdCSKc_11-8-rgb_front,146,It's going to be like drawing on a white piece of paper when I'm done.,70
aygp09D7Z_w_0-5-rgb_front,210,"Now we've learned how to hit a ball inside, we've learned how to hit a ball outside, we've learned how to hit a ball up.",120
06k75HRlfqc_4-8-rgb_front,95,Sometimes up to temperatures of a hundred and ten degrees.,58
asnjOLvpsoQ_13-8-rgb_front,64,But let's focus on chronicle psychologist.,42
4G2TEC5lS_g_3-5-rgb_front,219,"So we're going to select our colors for the butterfly, and we had picked blue.",78
1Q1BxWGurrA_14-8-rgb_front,124,This will also drop palm fronds right into a parking lot right into a drive way.,80
b4bK9WtPz4A_8-5-rgb_front,240,"They have no information, and so you're kind of left out in the lurch.",70
52MbWpfvuF0_7-8-rgb_front,56,There we go.,12
0EjXICFqrKo_15-8-rgb_front,20,Press down.,11
1CokUs2TOlw_11-5-rgb_front,19,Go for it!,10
00Fc7cZX1gM_24-5-rgb_front,95,That way I'm sure to not have this issue again.,47
-0BynF9TSNI_11-5-rgb_front,50,The kids will love you for it.,30
07ViW5BdEsw_4-1-rgb_front,245,"We want to use the right equipment to remove it, and we want to make sure we remove wax in the crevices and cracks.",115
-3sFcDBFxc8_5-5-rgb_front,349,"But what we want to do is we want to light where the wind is coming from because that's going to give us a better chance of getting it catching fire, catching all of it on fire.",177
0Ft9bREx_G0_8-8-rgb_front,120,Learn as much as you can about the client's health history.,59
DX3KWLldIJc_1-8-rgb_front,185,And the you will want to cut a flat side so you won't have it rolling around when you are slicing.,98
aD7Kmdiuigo_3-5-rgb_front,160,Now we're getting electronic with it so you have palm pilots and other places that you can write a story.,105
1Yp-xuljnDM_15-8-rgb_front,19,Too much?,9
1eGSa8J2kko_9-8-rgb_front,188,"Once each player has folded a card from their hand, this leaves him with two hole cards and a betting round starts.",115
br-gJiD-YfA_5-5-rgb_front,218,It's very important to buy a tractor that's equipped with an OSHA certified roll-over protection structure.,107
2i72vxkUJAs_2-5-rgb_front,126,It's in a padded base as well.,30
-1fUFbij2s0_15-5-rgb_front,340,"And I sharpen knives when I'm at work, I sharpen my knives before every task, so I don't have to stop in the middle and go back and sharpen it.",143
cEmmjObvNZE_27-5-rgb_front,253,"And then your closing, the thing about the closing, the last line it should be very clear, I'm done.",100
a7BqyLnTfqo_8-5-rgb_front,209,"For times sake, I am going to show you the finished product like this.",70
bVR-LN22vWk_5-8-rgb_front,216,"So for instance these, this tapestry and this pillow, I had at my old apartment, but I don't have space for it at this apartment.",129
-AZVqXtWGg0_15-8-rgb_front,146,And you may have to score it a couple of times because it's a thicker paper so it didn't separate.,98
1UvJ0mvrOPw_18-5-rgb_front,185,"Now come down in some thick lines, thick tapering lines.",56
3CrOUbBvRkQ_12-5-rgb_front,280,"When you say you're sorry you must do it quietly, don't scream it, I've heard that before.",90
c4Az5nStT7I_14-2-rgb_front,251,It is looking very yellow and it is just looking very yellow so that tells us that Ben is doing very well today.,112
0ACeI3_jN3k_20-8-rgb_front,155,"Oh, I know that women are required to have nude underwear and men as well.",74
cEmmjObvNZE_0-5-rgb_front,126,"Okay, let's talk for a minute about structure.",46
3LtXtL6PX0Q_23-5-rgb_front,140,This is usually what you get when you take it out of your crisping drawer in your refrigerator after a week.,108
45XYg7z7CdQ_10-5-rgb_front,134,You can through them in your washer on cold water with mild detergent.,70
dT5xm3lFdbo_7-5-rgb_front,470,"So I could do it with you, inhale in, and hold your breath, and exhale and release the breath and let everything go.",116
-EAXGeHv9U4_3-8-rgb_front,299,"Go around and we're not going to actually slip-stitch, we are going to use our fusible tape to finish this placemat.",116
cQBrXCcfDyc_18-5-rgb_front,36,"Okay, very good.",16
4Mi3E9RcS_o_4-8-rgb_front,223,"As it's spinning, really notice the hoop pressing into your stomach and your back as Hannah explained.",102
0tbwqARWKw8_7-4-rgb_front,8,Okay.,5
1YAa5_d-zg0_3-8-rgb_front,124,"None of it down here, nothing below the ears really, just all up.",65
5xJEFXSwAvE_6-8-rgb_front,160,Picking our angles and importantly keeping the distance between the cow and the horse.,86
1cj15Is-Wjs_23-8-rgb_front,76,"So, I'm Tim Gipson and that's how to tune up a bandsaw.",55
0pryZawZCJI_6-5-rgb_front,95,"Give it some fizz, make it all nice and fun.",44
1EV7AT_lBno_39-5-rgb_front,223,"Now males, you're going to be holding the girls, bottom ankle, this is kind of like your steering shift.",104
40VtkeryvFE_2-1-rgb_front,108,"This is an example of relaxed hair, African American hair.",58
1Oj0xMGOmqc_9-8-rgb_front,120,Flat to the board and you're not going to use a snowboarding boot.,66
0G41FMDf9bY_3-11-rgb_front,91,"But today, what we're going to do is address some of the different things that you can do.",90
dPDIWKLSjBw_10-2-rgb_front,134,True north points directly north and magnetic north is going to be off just a little.,85
075s9DECj2k_6-5-rgb_front,227,My sit is going to be very similar if not identical to the set that I did up against the wedge mat.,99
DEDHBxYIDwY_4-3-rgb_front,20,Welcome back.,13
14309WSFpWg_34-8-rgb_front,19,We're going to talk about a little bit more about that on the other side later.,79
eefsk97G-44_10-5-rgb_front,38,They're too delicate.,21
DDbXcFzIXH4_11-8-rgb_front,91,And then draw our top button and our button placket.,52
ck8Pd1xb2hM_4-5-rgb_front,66,This will take soap of some sort.,33
0og2_UjYWyg_13-5-rgb_front,80,And then it blinks male or female.,34
5S5lUNRT85M_12-8-rgb_front,278,"So, if you can get a kite where you're going to put it on and inflate it all from a single point, it will inflate all these struts, including your leading edge all from right here.",180
-f7htdZ3Kk0_3-5-rgb_front,268,Here's another story about Dan Moraine of the Los Angeles times about the presidential race.,92
eYwnPtrnsWw_3-8-rgb_front,191,First thing we need to talk about when drawing hair is you need to have an idea of the shape of the skull.,106
58xX_6AShZQ_18-5-rgb_front,199,"There's many different things you can do with dice, I suggest you go out there, use your imagination, and have a good time.",123
4K_FAmYAd2o_13-8-rgb_front,55,"I'm Laura Gibson, beauty expert.",32
1RxYvOvKHkU_11-5-rgb_front,126,Can you work out more times per week than when you started?,59
-EgUpIYXF3k_9-8-rgb_front,265,"So, you want to practice in front of a mirror with your partners, or if you're doing solo, by yourself, making sure your feet are together, under your hips, your knees are bent.",177
-8AYi1n0UWo_0-8-rgb_front,124,"Hi, I'm James from Reptile Rescue Service in Salt Lake City, Utah.",66
a-WMWISI12s_9-2-rgb_front,379,I have even directed some of the down spout from my house to this area because I have a raised bed garden that was a consideration of my design I can take the water move it right in this garden area and it helps keep the garden deep watered.,241
1Q1BxWGurrA_13-8-rgb_front,60,Beware of what happens when the trees grow up.,46
05pLyheXjeo_11-5-rgb_front,64,But they criss cross each other.,32
DxFIaxNaCZI_47-8-rgb_front,173,Or another really great technique is to simply prop the plant up.,65
d-wjMWfpeZc_15-5-rgb_front,91,Now Matt is just about done.,28
E29uPL981ZQ_23-1-rgb_front,55,There are a couple of different species of sand boas.,53
BlhCuryvt88_16_17_18-8-rgb_front,204,"Now this is, this is something, why you just kind of, learn. Where that is. It's a trial and error process.",107
ENBcYRl4X3Y_5-8-rgb_front,119,Not to much and then mix everything up together.,48
-AZVqXtWGg0_16-8-rgb_front,93,So what I'll do is repeat the process.,38
2Sk_fki9ZOg_3-3-rgb_front,233,"Go into all programs, under Microsoft Office, let's select Outlook.",67
BT6nLJAINgo_4-8-rgb_front,55,Either one will work well.,26
17g6wyytWzs_1-8-rgb_front,384,"The more sunlight that you can put on them, the more robust the plant will be, the thicker the stem and the less skinny or tall stem with a few limbs on the end of it.",167
CKO9_7Msf9c_3-5-rgb_front,149,A small size ideally is the size that you are currently at.,59
DXZnIJIa918_12-8-rgb_front,209,"Upon completion of medical school you will become an MD; however, you're not ready to practice yet as a pediatrician.",117
aBvr3KFxFRw_5-5-rgb_front,376,These are international standards but when you are cutting or handling any ready to eat food it should be handle using a gloves.,128
dJkZC7IchGs_20-1-rgb_front,73,We're just going to revolve our wrists a little bit.,52
0z19lLIrTv4_6-5-rgb_front,136,By breaking these edges is would really help prevent that.,58
-eSwgmd4XaQ_4-5-rgb_front,266,So what you're going to want to do is to make sure you ollie high enough and land straight in the frontside tailslide and lock in the position.,143
bhSWgP3DSYI_6-8-rgb_front,278,"One important thing about bulbs that I just learned, actually, was that a bulb will burn brighter as it is actually loosing life.",129
0ICZi26jdaQ_4-5-rgb_front,189,"And so it's good to be proficient with the computer, know how to type.",70
1s3sDViHORA_19-8-rgb_front,179,We had people having a lot of fun putting the paint on the t-shirts and the pants and so on.,92
-fSI2e1pqkY_17-5-rgb_front,71,Don't stop just because you ran out of paper towels.,52
1NdnCBn6-F4_5-3-rgb_front,189,The taper allows the momentum to carry forward right down the fly line through the leader and into the fly.,107
1_j3bP8UnZg_6-8-rgb_front,543,"All the labels do research and they are looking to find out if your act is playing out anywhere, can you sell tickets, do you have a song on the radio, do you have a big e-mail list, do you have any sort of a following.",219
0EjXICFqrKo_39-8-rgb_front,144,"So if you're not as strong as Mark is here, you can bend your knees down and do girl pushups and do it the same exact way.",122
3uWEhIUwMrY_21-8-rgb_front,417,It makes it a little bit harder and a little more competitive and the fun thing about this is that you can build your own beer pong table and have people sign all over it so it is always fun to look back and read what people have written and how many times you have one.,270
eANyqXdSpSk_9-5-rgb_front,99,This doesn't necessarily have to be done with the thumb.,56
1Vq_uqeckF8_2-8-rgb_front,60,This filet probably weighs about three pounds.,46
2188lTsFIV8_10-8-rgb_front,131,Here I've got onion and garlic tomatoes that's just going to make everything taste better.,90
1dFd3NYkINQ_16-8-rgb_front,124,I have a head that I fired inside the kiln.,43
BQoH1leUUlk_7-5-rgb_front,104,And we can say that is the exact height of this mug.,52
C8GFJV9AXYM_0-8-rgb_front,313,"Okay, now that we've created our little spider out of yarn or string, you're going to take the base of his body and we're going to want to attach that to our spider web base that we created here.",195
EvS51qz56A0_30-8-rgb_front,115,"But I had a friend of mine say to me, I just look at it as another chance to perform.",85
a8zoNzPmXik_7-8-rgb_front,84,Some vehicles you're going to have to wire the brakes yourself.,63
5g5x8cLjosU_7-3-rgb_front,131,"You've just well, you've just given a great birthday speech, I'm impressed.",75
EGuNTfFR99Y_7-8-rgb_front,74,So there's a lot to go into when it comes to coaching third and first base.,75
-f7htdZ3Kk0_5-5-rgb_front,338,"Then we've got another fact, another fact, then we've got a quote here, a fact here, a fact, a fact and the rest of the story is a fact.",136
0C_NjyLtHwc_10-8-rgb_front,48,And just pull it.,17
2ckGjVDGnYE_6-8-rgb_front,226,"Next, what you want to do, put your finger on that place, take the tape and take a bit of tape.",95
3FJsNfuPILA_17-8-rgb_front,281,"What we're going to do today is we're going to jab with the left, pivot on the back foot, cross, and then bring your hands right back up.",137
0-0kX3XoMPQ_3-3-rgb_front,149,Everyone is sort of familiar with the little genie thing.,57
EYFKrcEtyy8_10-3-rgb_front,80,So it is even on both sides of his back.,40
f6LINKBu7io_4-8-rgb_front,176,"In fact, for a gallon of canola oil, we're running almost $4.25 a gallon.",73
1kMlu1Z5DWM_23-8-rgb_front,159,"Open, as you saw on the computer, is just a line, a dash (""-"").",63
E6Cnf4SEZc0_2-8-rgb_front,104,The topic of today's discussion is teaching your dog how to come when called.,77
1fZfM65z0zk_9-8-rgb_front,421,"And you go ahead and, well actually, sometimes I like to do, is use my own hand as a palette because the heat of my hand will melt the concealer just a little bit better so it goes on just a little bit smoother.",211
11nApVmQepI_8-8-rgb_front,315,"And we've gone over the climax, the highest point of action in the play and the resolution leading to the end.",110
1jeK8PkhsR4_8-8-rgb_front,13,Ok.,3
3fizqVMucs4_3-5-rgb_front,249,"This is a comedic contemporary playwright; you know, very wordy, the humor is in the words.",91
-dXU26rkB7I_12-5-rgb_front,100,"If you over mix it, your cookies will run.",42
1mcmnmxg64U_17-8-rgb_front,158,Make sure to keep your top real good and you can kind of open this up and shape it out.,87
Dq8zmP6p_J4_2-8-rgb_front,128,"In this series of clips, I'm going to show you how to organize your various scrapbook supplies.",95
1EC-cM1w4sQ_6-5-rgb_front,303,"When you have an angled brush like this, it just makes it really easy to just to kind of glide right up that cheek bone, so you can get a nice, natural contour.",160
1cSjZ5kNZw8_10-8-rgb_front,61,"Let's say for instance, you're dialing Bejing.",46
1jAFRRkU4ic_14-8-rgb_front,59,And then let it dry for a few minutes.,38
1aRNY8wFqa0_17-8-rgb_front,158,And then there are tools that are really more about re-agents.,62
0rbUEsOc434_4-5-rgb_front,177,And follow that up with about an ounce of lime juice.,53
1bJg-DSYR8k_22-8-rgb_front,45,Do you want it at your office?,30
1th1WRwLP30_8-8-rgb_front,103,A piece of paper that tells what we are going to accomplish this year.,70
1GlHmFJA0LQ_22-8-rgb_front,314,"So if you do buy just the cheaper material, practice into it, and then once you figure out, ""Okay, well, I need to alter it this way,"" you can go back to your pattern and alter it.",180
FLMh3vqItb0_0-5-rgb_front,115,"Hi, I'm Tim Gipson, and I'm going to talk to you about how to use a clothes dryer.",82
bQq6NvgulaY_9-3-rgb_front,168,This just like rolling like a ball is an excellent massage for your spine.,74
BJIygZtYwXM_13-3-rgb_front,30,That just looks gloomy.,23
1gS4Hb9gpOI_0-8-rgb_front,139,"Okay, another way you can fix an error is...kind of goes back to not making it in the first place.",98
DwB2ujCHykM_8-5-rgb_front,351,"And, then what we have is a sloping shoulder and as you can see I've showed you here, this is for like a longer neck, right.",124
1wtSe0nk5Tk_11-8-rgb_front,300,I had a client who had the walls full of electronics on the other side and she had constant headaches and her immune system was really suffering and she didn't know why.,169
1Ibh1eWsoug_1-5-rgb_front,98,We want a eleven o'clock and a one o'clock with your toes.,58
5pvdT18f92A_3-8-rgb_front,363,"I would like to hold the pitcher in this groove here and hold it at an angle and get the milk rolling, so it is kind of spinning inside the pitcher while the tip of the steam wand is submerged in the milk.",205
1ey34szkYsQ_9-8-rgb_front,385,"I'm not like this, and I'm not like this, I'm still in that straight line -crown of my head all the way down through my heels.",126
